num_topics,coherence_score
3,0.27722379500284733
4,0.2790558563470634
5,0.272348768641549
6,0.266851299045516
7,0.27684050924767495
8,0.272913395790981
9,0.2921434077075342
10,0.2972096834162024
11,0.3039437807024225
12,0.30038228090792835
13,0.2921283962955779
14,0.27970905736690727
15,0.275045013551208
16,0.28749532938988503
17,0.27302089532385354
18,0.2742437702603415
19,0.27715919081048784
20,0.27726483913364985
